sdg,attack,feature,outlier_mean,non_outlier_mean,diff
TVAE,CoBP-RA_graphQI_entropyBP,fnlwgt,0.0,0.0,0.0
TVAE,CoBP-RA_graphQI_entropyBP,education-num,0.873,0.9761111111111112,-0.10311111111111115
TVAE,CoBP-RA_graphQI_entropyBP,occupation,0.229,0.2648888888888889,-0.03588888888888889
TVAE,CoBP-RA_graphQI_entropyBP,relationship,0.623,0.7767777777777778,-0.1537777777777778
TVAE,CoBP-RA_graphQI_entropyBP,capital-gain,0.836,0.8451111111111111,-0.009111111111111181
TVAE,CoBP-RA_graphQI_entropyBP,capital-loss,0.856,0.8617777777777778,-0.005777777777777771
TVAE,CoBP-RA_graphQI_entropyBP,hours-per-week,0.481,0.4172222222222222,0.06377777777777777
TVAE,CoBP-RA_graphQI_entropyBP,income,0.856,0.782,0.07399999999999995
TVAE,MLP,workclass,0.634,0.702,-0.06799999999999995
TVAE,MLP,fnlwgt,0.0,0.0,0.0
TVAE,MLP,education-num,0.852,0.9631111111111111,-0.11111111111111116
TVAE,MLP,occupation,0.244,0.27,-0.026000000000000023
TVAE,MLP,relationship,0.611,0.7808888888888889,-0.16988888888888887
TVAE,MLP,capital-gain,0.772,0.9001111111111111,-0.12811111111111106
TVAE,MLP,capital-loss,0.821,0.9306666666666666,-0.10966666666666669
TVAE,MLP,hours-per-week,0.425,0.4431111111111111,-0.018111111111111133
TVAE,MLP,income,0.853,0.7916666666666666,0.06133333333333335
TVAE,LightGBM,workclass,0.68,0.6975555555555556,-0.017555555555555546
TVAE,LightGBM,fnlwgt,0.0,0.0,0.0
TVAE,LightGBM,education-num,0.784,0.9482222222222222,-0.16422222222222216
TVAE,LightGBM,occupation,0.24,0.2698888888888889,-0.02988888888888891
TVAE,LightGBM,relationship,0.591,0.7657777777777778,-0.1747777777777778
TVAE,LightGBM,capital-gain,0.105,0.02188888888888889,0.08311111111111111
TVAE,LightGBM,capital-loss,0.444,0.15444444444444444,0.28955555555555557
TVAE,LightGBM,hours-per-week,0.475,0.4315555555555556,0.0434444444444444
TVAE,LightGBM,income,0.868,0.7953333333333333,0.07266666666666666
ARF,Mode,workclass,0.705,0.7057777777777777,-0.0007777777777777661
ARF,Mode,fnlwgt,0.0,0.0,0.0
ARF,Mode,education-num,0.134,0.34244444444444444,-0.20844444444444443
ARF,Mode,occupation,0.084,0.13233333333333333,-0.048333333333333325
ARF,Mode,relationship,0.191,0.4351111111111111,-0.2441111111111111
ARF,Mode,capital-gain,0.933,0.9167777777777778,0.01622222222222225
ARF,Mode,capital-loss,0.951,0.9517777777777777,-0.0007777777777777661
ARF,Mode,hours-per-week,0.495,0.457,0.03799999999999998
ARF,Mode,income,0.862,0.7397777777777778,0.12222222222222223
ARF,KNN,workclass,0.586,0.5293333333333333,0.05666666666666664
ARF,KNN,fnlwgt,0.0,0.0,0.0
ARF,KNN,education-num,0.297,0.6233333333333333,-0.3263333333333333
ARF,KNN,occupation,0.098,0.09277777777777778,0.005222222222222225
ARF,KNN,relationship,0.436,0.6197777777777778,-0.18377777777777776
ARF,KNN,capital-gain,0.704,0.6681111111111111,0.03588888888888886
ARF,KNN,capital-loss,0.79,0.8067777777777778,-0.01677777777777778
ARF,KNN,hours-per-week,0.053,0.07544444444444444,-0.02244444444444444
ARF,KNN,income,0.817,0.7371111111111112,0.07988888888888879
ARF,NaiveBayes,workclass,0.585,0.4513333333333333,0.13366666666666666
ARF,NaiveBayes,fnlwgt,0.0,0.0,0.0
ARF,NaiveBayes,education-num,0.286,0.5914444444444444,-0.30544444444444446
ARF,NaiveBayes,occupation,0.189,0.19044444444444444,-0.0014444444444444426
ARF,NaiveBayes,relationship,0.381,0.6722222222222223,-0.29122222222222227
ARF,NaiveBayes,capital-gain,0.022,0.00022222222222222223,0.021777777777777778
ARF,NaiveBayes,capital-loss,0.001,0.0007777777777777777,0.0002222222222222223
ARF,NaiveBayes,hours-per-week,0.113,0.06133333333333333,0.05166666666666667
ARF,NaiveBayes,income,0.863,0.7565555555555555,0.10644444444444445
ARF,RandomForest,workclass,0.682,0.663,0.019000000000000017
ARF,RandomForest,fnlwgt,0.0,0.0,0.0
ARF,RandomForest,education-num,0.516,0.7604444444444445,-0.24444444444444446
ARF,RandomForest,occupation,0.103,0.1078888888888889,-0.004888888888888901
ARF,RandomForest,relationship,0.53,0.7115555555555556,-0.18155555555555558
ARF,RandomForest,capital-gain,0.871,0.8471111111111111,0.02388888888888885
ARF,RandomForest,capital-loss,0.918,0.9064444444444445,0.011555555555555541
ARF,RandomForest,hours-per-week,0.089,0.1308888888888889,-0.04188888888888889
ARF,RandomForest,income,0.865,0.7713333333333333,0.09366666666666668
ARF,CoBP-RA_graphQI_entropyBP,workclass,0.682,0.6502222222222223,0.031777777777777794
ARF,CoBP-RA_graphQI_entropyBP,fnlwgt,0.0,0.0,0.0
ARF,CoBP-RA_graphQI_entropyBP,education-num,0.658,0.8733333333333333,-0.21533333333333327
ARF,CoBP-RA_graphQI_entropyBP,occupation,0.12,0.12211111111111111,-0.002111111111111119
ARF,CoBP-RA_graphQI_entropyBP,relationship,0.605,0.749,-0.14400000000000002
ARF,CoBP-RA_graphQI_entropyBP,capital-gain,0.884,0.8564444444444445,0.027555555555555555
ARF,CoBP-RA_graphQI_entropyBP,capital-loss,0.927,0.9157777777777778,0.011222222222222245
ARF,CoBP-RA_graphQI_entropyBP,hours-per-week,0.104,0.129,-0.02500000000000001
ARF,CoBP-RA_graphQI_entropyBP,income,0.865,0.7947777777777778,0.07022222222222219
ARF,MLP,workclass,0.686,0.7025555555555556,-0.016555555555555546
ARF,MLP,fnlwgt,0.0,0.0,0.0
ARF,MLP,education-num,0.729,0.8851111111111111,-0.1561111111111111
ARF,MLP,occupation,0.096,0.14744444444444443,-0.05144444444444443
ARF,MLP,relationship,0.608,0.783,-0.17500000000000004
ARF,MLP,capital-gain,0.868,0.8987777777777778,-0.030777777777777793
ARF,MLP,capital-loss,0.941,0.9513333333333334,-0.010333333333333417
ARF,MLP,hours-per-week,0.193,0.3463333333333333,-0.15333333333333332
ARF,MLP,income,0.864,0.7892222222222223,0.07477777777777772
ARF,LightGBM,workclass,0.692,0.7022222222222222,-0.010222222222222244
ARF,LightGBM,fnlwgt,0.0,0.0,0.0
ARF,LightGBM,education-num,0.593,0.875,-0.28200000000000003
ARF,LightGBM,occupation,0.135,0.15188888888888888,-0.01688888888888887
ARF,LightGBM,relationship,0.556,0.7816666666666666,-0.22566666666666657
ARF,LightGBM,capital-gain,0.771,0.7493333333333333,0.021666666666666723
ARF,LightGBM,capital-loss,0.558,0.8613333333333333,-0.30333333333333323
ARF,LightGBM,hours-per-week,0.034,0.037333333333333336,-0.003333333333333334
ARF,LightGBM,income,0.87,0.8045555555555556,0.06544444444444442
AIM_eps1,Mode,workclass,0.705,0.7057777777777777,-0.0007777777777777661
AIM_eps1,Mode,fnlwgt,0.0,0.0,0.0
AIM_eps1,Mode,education-num,0.134,0.34244444444444444,-0.20844444444444443
AIM_eps1,Mode,occupation,0.084,0.13233333333333333,-0.048333333333333325
AIM_eps1,Mode,relationship,0.191,0.4351111111111111,-0.2441111111111111
AIM_eps1,Mode,capital-gain,0.933,0.9167777777777778,0.01622222222222225
AIM_eps1,Mode,capital-loss,0.951,0.9517777777777777,-0.0007777777777777661
AIM_eps1,Mode,hours-per-week,0.003,0.0077777777777777776,-0.0047777777777777775
AIM_eps1,Mode,income,0.862,0.7397777777777778,0.12222222222222223
AIM_eps1,KNN,workclass,0.485,0.4221111111111111,0.06288888888888888
AIM_eps1,KNN,fnlwgt,0.0,0.0,0.0
AIM_eps1,KNN,education-num,0.25,0.5848888888888889,-0.3348888888888889
AIM_eps1,KNN,occupation,0.132,0.15855555555555556,-0.026555555555555554
AIM_eps1,KNN,relationship,0.344,0.6023333333333334,-0.2583333333333334
AIM_eps1,KNN,capital-gain,0.788,0.7463333333333333,0.04166666666666674
AIM_eps1,KNN,capital-loss,0.914,0.9043333333333333,0.009666666666666712
AIM_eps1,KNN,hours-per-week,0.001,0.006888888888888889,-0.005888888888888889
AIM_eps1,KNN,income,0.496,0.4311111111111111,0.06488888888888888
AIM_eps1,NaiveBayes,workclass,0.698,0.7053333333333334,-0.007333333333333414
AIM_eps1,NaiveBayes,fnlwgt,0.0,0.0,0.0
AIM_eps1,NaiveBayes,education-num,0.413,0.5436666666666666,-0.13066666666666665
AIM_eps1,NaiveBayes,occupation,0.091,0.038,0.053
AIM_eps1,NaiveBayes,relationship,0.548,0.7115555555555556,-0.16355555555555557
AIM_eps1,NaiveBayes,capital-gain,0.933,0.9167777777777778,0.01622222222222225
AIM_eps1,NaiveBayes,capital-loss,0.849,0.933,-0.08400000000000007
AIM_eps1,NaiveBayes,hours-per-week,0.004,0.0077777777777777776,-0.0037777777777777775
AIM_eps1,NaiveBayes,income,0.862,0.7433333333333333,0.1186666666666667
AIM_eps1,RandomForest,workclass,0.631,0.6875555555555556,-0.05655555555555558
AIM_eps1,RandomForest,fnlwgt,0.0,0.0,0.0
AIM_eps1,RandomForest,education-num,0.519,0.7112222222222222,-0.19222222222222218
AIM_eps1,RandomForest,occupation,0.161,0.24122222222222223,-0.08022222222222222
AIM_eps1,RandomForest,relationship,0.496,0.6497777777777778,-0.1537777777777778
AIM_eps1,RandomForest,capital-gain,0.915,0.9048888888888889,0.010111111111111182
AIM_eps1,RandomForest,capital-loss,0.947,0.9454444444444444,0.0015555555555555323
AIM_eps1,RandomForest,hours-per-week,0.003,0.00788888888888889,-0.00488888888888889
AIM_eps1,RandomForest,income,0.855,0.7478888888888889,0.10711111111111105
AIM_eps1,CoBP-RA_graphQI_entropyBP,workclass,0.586,0.5787777777777777,0.007222222222222241
AIM_eps1,CoBP-RA_graphQI_entropyBP,fnlwgt,0.0,0.0,0.0
AIM_eps1,CoBP-RA_graphQI_entropyBP,education-num,0.631,0.7263333333333334,-0.09533333333333338
AIM_eps1,CoBP-RA_graphQI_entropyBP,occupation,0.184,0.20055555555555554,-0.016555555555555546
AIM_eps1,CoBP-RA_graphQI_entropyBP,relationship,0.572,0.6963333333333334,-0.1243333333333334
AIM_eps1,CoBP-RA_graphQI_entropyBP,capital-gain,0.925,0.913,0.01200000000000001
AIM_eps1,CoBP-RA_graphQI_entropyBP,capital-loss,0.95,0.9515555555555556,-0.0015555555555556433
AIM_eps1,CoBP-RA_graphQI_entropyBP,hours-per-week,0.002,0.007555555555555556,-0.005555555555555556
AIM_eps1,CoBP-RA_graphQI_entropyBP,income,0.591,0.48355555555555557,0.1074444444444444
AIM_eps1,MLP,workclass,0.672,0.697,-0.02499999999999991
AIM_eps1,MLP,fnlwgt,0.0,0.0,0.0
AIM_eps1,MLP,education-num,0.627,0.7284444444444444,-0.10144444444444445
AIM_eps1,MLP,occupation,0.206,0.27144444444444443,-0.06544444444444444
AIM_eps1,MLP,relationship,0.545,0.7265555555555555,-0.18155555555555547
AIM_eps1,MLP,capital-gain,0.92,0.9165555555555556,0.003444444444444472
AIM_eps1,MLP,capital-loss,0.946,0.9517777777777777,-0.005777777777777771
AIM_eps1,MLP,hours-per-week,0.003,0.007666666666666666,-0.004666666666666666
AIM_eps1,MLP,income,0.861,0.8068888888888889,0.05411111111111111
AIM_eps1,LightGBM,workclass,0.606,0.6948888888888889,-0.0888888888888889
AIM_eps1,LightGBM,fnlwgt,0.0,0.0,0.0
AIM_eps1,LightGBM,education-num,0.57,0.7207777777777777,-0.1507777777777778
AIM_eps1,LightGBM,occupation,0.148,0.19166666666666668,-0.04366666666666669
AIM_eps1,LightGBM,relationship,0.547,0.701,-0.15399999999999991
AIM_eps1,LightGBM,capital-gain,0.862,0.9128888888888889,-0.05088888888888887
AIM_eps1,LightGBM,capital-loss,0.95,0.9517777777777777,-0.001777777777777767
AIM_eps1,LightGBM,hours-per-week,0.004,0.0071111111111111115,-0.0031111111111111114
AIM_eps1,LightGBM,income,0.341,0.4047777777777778,-0.06377777777777777
MST_eps1,Mode,workclass,0.705,0.7057777777777777,-0.0007777777777777661
MST_eps1,Mode,fnlwgt,0.0,0.0,0.0
MST_eps1,Mode,education-num,0.134,0.34244444444444444,-0.20844444444444443
MST_eps1,Mode,occupation,0.097,0.13366666666666666,-0.03666666666666665
MST_eps1,Mode,relationship,0.191,0.4351111111111111,-0.2441111111111111
MST_eps1,Mode,capital-gain,0.0,0.0,0.0
MST_eps1,Mode,capital-loss,0.0,0.0,0.0
MST_eps1,Mode,hours-per-week,0.013,0.014,-0.0010000000000000009
MST_eps1,Mode,income,0.862,0.7397777777777778,0.12222222222222223
MST_eps1,KNN,workclass,0.487,0.5245555555555556,-0.037555555555555564
MST_eps1,KNN,fnlwgt,0.0,0.0,0.0
MST_eps1,KNN,education-num,0.465,0.8032222222222222,-0.33822222222222215
MST_eps1,KNN,occupation,0.133,0.1378888888888889,-0.004888888888888887
MST_eps1,KNN,relationship,0.452,0.7135555555555556,-0.2615555555555556
MST_eps1,KNN,capital-gain,0.0,0.0,0.0
MST_eps1,KNN,capital-loss,0.0,0.0,0.0
MST_eps1,KNN,hours-per-week,0.005,0.008777777777777778,-0.0037777777777777783
MST_eps1,KNN,income,0.772,0.6703333333333333,0.10166666666666668
MST_eps1,NaiveBayes,workclass,0.489,0.6958888888888889,-0.2068888888888889
MST_eps1,NaiveBayes,fnlwgt,0.0,0.0,0.0
MST_eps1,NaiveBayes,education-num,0.282,0.28344444444444444,-0.0014444444444444704
MST_eps1,NaiveBayes,occupation,0.121,0.1971111111111111,-0.0761111111111111
MST_eps1,NaiveBayes,relationship,0.423,0.6078888888888889,-0.18488888888888894
MST_eps1,NaiveBayes,capital-gain,0.0,0.0,0.0
MST_eps1,NaiveBayes,capital-loss,0.0,0.0,0.0
MST_eps1,NaiveBayes,hours-per-week,0.009,0.013888888888888888,-0.004888888888888889
MST_eps1,NaiveBayes,income,0.861,0.7445555555555555,0.11644444444444446
MST_eps1,RandomForest,workclass,0.648,0.6703333333333333,-0.022333333333333316
MST_eps1,RandomForest,fnlwgt,0.0,0.0,0.0
MST_eps1,RandomForest,education-num,0.731,0.9556666666666667,-0.22466666666666668
MST_eps1,RandomForest,occupation,0.167,0.19755555555555557,-0.030555555555555558
MST_eps1,RandomForest,relationship,0.516,0.707,-0.19099999999999995
MST_eps1,RandomForest,capital-gain,0.0,0.0,0.0
MST_eps1,RandomForest,capital-loss,0.0,0.0,0.0
MST_eps1,RandomForest,hours-per-week,0.007,0.012888888888888889,-0.005888888888888889
MST_eps1,RandomForest,income,0.815,0.7246666666666667,0.09033333333333327
MST_eps1,CoBP-RA_graphQI_entropyBP,workclass,0.519,0.6321111111111111,-0.11311111111111105
MST_eps1,CoBP-RA_graphQI_entropyBP,fnlwgt,0.0,0.0,0.0
MST_eps1,CoBP-RA_graphQI_entropyBP,education-num,0.79,0.9694444444444444,-0.1794444444444444
MST_eps1,CoBP-RA_graphQI_entropyBP,occupation,0.16,0.20822222222222223,-0.04822222222222222
MST_eps1,CoBP-RA_graphQI_entropyBP,relationship,0.551,0.7431111111111111,-0.192111111111111
MST_eps1,CoBP-RA_graphQI_entropyBP,capital-gain,0.0,0.0,0.0
MST_eps1,CoBP-RA_graphQI_entropyBP,capital-loss,0.0,0.0,0.0
MST_eps1,CoBP-RA_graphQI_entropyBP,hours-per-week,0.009,0.011555555555555555,-0.0025555555555555557
MST_eps1,CoBP-RA_graphQI_entropyBP,income,0.799,0.7078888888888889,0.09111111111111114
MST_eps1,MLP,workclass,0.651,0.704,-0.052999999999999936
MST_eps1,MLP,fnlwgt,0.0,0.0,0.0
MST_eps1,MLP,education-num,0.89,0.9782222222222222,-0.0882222222222222
MST_eps1,MLP,occupation,0.195,0.24322222222222223,-0.04822222222222222
MST_eps1,MLP,relationship,0.579,0.7413333333333333,-0.16233333333333333
MST_eps1,MLP,capital-gain,0.0,0.0,0.0
MST_eps1,MLP,capital-loss,0.0,0.0,0.0
MST_eps1,MLP,hours-per-week,0.01,0.013777777777777778,-0.0037777777777777775
MST_eps1,MLP,income,0.828,0.7042222222222222,0.12377777777777776
MST_eps1,LightGBM,workclass,0.679,0.7042222222222222,-0.025222222222222146
MST_eps1,LightGBM,fnlwgt,0.0,0.0,0.0
MST_eps1,LightGBM,education-num,0.841,0.9657777777777777,-0.12477777777777777
MST_eps1,LightGBM,occupation,0.162,0.23655555555555555,-0.07455555555555554
MST_eps1,LightGBM,relationship,0.562,0.7361111111111112,-0.1741111111111111
MST_eps1,LightGBM,capital-gain,0.0,0.0,0.0
MST_eps1,LightGBM,capital-loss,0.0,0.0,0.0
MST_eps1,LightGBM,hours-per-week,0.009,0.013888888888888888,-0.004888888888888889
MST_eps1,LightGBM,income,0.855,0.7591111111111111,0.09588888888888891
MST_eps1000,Mode,workclass,0.705,0.7057777777777777,-0.0007777777777777661
MST_eps1000,Mode,fnlwgt,0.0,0.0,0.0
MST_eps1000,Mode,education-num,0.134,0.34244444444444444,-0.20844444444444443
MST_eps1000,Mode,occupation,0.097,0.13366666666666666,-0.03666666666666665
MST_eps1000,Mode,relationship,0.191,0.4351111111111111,-0.2441111111111111
MST_eps1000,Mode,capital-gain,0.0,0.0,0.0
MST_eps1000,Mode,capital-loss,0.0,0.0,0.0
MST_eps1000,Mode,hours-per-week,0.013,0.014,-0.0010000000000000009
MST_eps1000,Mode,income,0.862,0.7397777777777778,0.12222222222222223
MST_eps1000,KNN,workclass,0.474,0.499,-0.025000000000000022
MST_eps1000,KNN,fnlwgt,0.0,0.0,0.0
MST_eps1000,KNN,education-num,0.507,0.8663333333333333,-0.3593333333333333
MST_eps1000,KNN,occupation,0.17,0.14722222222222223,0.022777777777777786
MST_eps1000,KNN,relationship,0.505,0.6891111111111111,-0.18411111111111111
MST_eps1000,KNN,capital-gain,0.0,0.0,0.0
MST_eps1000,KNN,capital-loss,0.0,0.0,0.0
MST_eps1000,KNN,hours-per-week,0.012,0.01011111111111111,0.0018888888888888896
MST_eps1000,KNN,income,0.788,0.7118888888888889,0.07611111111111113
MST_eps1000,NaiveBayes,workclass,0.462,0.10411111111111111,0.3578888888888889
MST_eps1000,NaiveBayes,fnlwgt,0.0,0.0,0.0
MST_eps1000,NaiveBayes,education-num,0.79,0.9946666666666667,-0.20466666666666666
MST_eps1000,NaiveBayes,occupation,0.214,0.06266666666666666,0.15133333333333332
MST_eps1000,NaiveBayes,relationship,0.547,0.7052222222222222,-0.15822222222222215
MST_eps1000,NaiveBayes,capital-gain,0.0,0.0,0.0
MST_eps1000,NaiveBayes,capital-loss,0.0,0.0,0.0
MST_eps1000,NaiveBayes,hours-per-week,0.008,0.0022222222222222222,0.0057777777777777775
MST_eps1000,NaiveBayes,income,0.83,0.7446666666666667,0.08533333333333326
MST_eps1000,RandomForest,workclass,0.66,0.656,0.0040000000000000036
MST_eps1000,RandomForest,fnlwgt,0.0,0.0,0.0
MST_eps1000,RandomForest,education-num,0.822,0.9795555555555555,-0.15755555555555556
MST_eps1000,RandomForest,occupation,0.198,0.20877777777777778,-0.010777777777777775
MST_eps1000,RandomForest,relationship,0.59,0.7291111111111112,-0.13911111111111119
MST_eps1000,RandomForest,capital-gain,0.0,0.0,0.0
MST_eps1000,RandomForest,capital-loss,0.0,0.0,0.0
MST_eps1000,RandomForest,hours-per-week,0.011,0.013888888888888888,-0.0028888888888888888
MST_eps1000,RandomForest,income,0.825,0.7301111111111112,0.0948888888888888
MST_eps1000,CoBP-RA_graphQI_entropyBP,workclass,0.616,0.6152222222222222,0.0007777777777777661
MST_eps1000,CoBP-RA_graphQI_entropyBP,fnlwgt,0.0,0.0,0.0
MST_eps1000,CoBP-RA_graphQI_entropyBP,education-num,0.994,0.9998888888888889,-0.0058888888888889435
MST_eps1000,CoBP-RA_graphQI_entropyBP,occupation,0.233,0.22744444444444445,0.005555555555555564
MST_eps1000,CoBP-RA_graphQI_entropyBP,relationship,0.585,0.7371111111111112,-0.1521111111111112
MST_eps1000,CoBP-RA_graphQI_entropyBP,capital-gain,0.0,0.0,0.0
MST_eps1000,CoBP-RA_graphQI_entropyBP,capital-loss,0.0,0.0,0.0
MST_eps1000,CoBP-RA_graphQI_entropyBP,hours-per-week,0.01,0.013444444444444445,-0.0034444444444444444
MST_eps1000,CoBP-RA_graphQI_entropyBP,income,0.778,0.6765555555555556,0.10144444444444445
MST_eps1000,MLP,workclass,0.662,0.7041111111111111,-0.0421111111111111
MST_eps1000,MLP,fnlwgt,0.0,0.0,0.0
MST_eps1000,MLP,education-num,1.0,1.0,0.0
MST_eps1000,MLP,occupation,0.28,0.26655555555555555,0.013444444444444481
MST_eps1000,MLP,relationship,0.617,0.7418888888888889,-0.12488888888888894
MST_eps1000,MLP,capital-gain,0.0,0.0,0.0
MST_eps1000,MLP,capital-loss,0.0,0.0,0.0
MST_eps1000,MLP,hours-per-week,0.01,0.014,-0.004
MST_eps1000,MLP,income,0.803,0.7228888888888889,0.08011111111111113
MST_eps1000,LightGBM,workclass,0.685,0.7047777777777777,-0.019777777777777672
MST_eps1000,LightGBM,fnlwgt,0.0,0.0,0.0
MST_eps1000,LightGBM,education-num,0.991,0.9994444444444445,-0.008444444444444477
MST_eps1000,LightGBM,occupation,0.238,0.2578888888888889,-0.0198888888888889
MST_eps1000,LightGBM,relationship,0.584,0.7286666666666667,-0.14466666666666672
MST_eps1000,LightGBM,capital-gain,0.0,0.0,0.0
MST_eps1000,LightGBM,capital-loss,0.0,0.0,0.0
MST_eps1000,LightGBM,hours-per-week,0.011,0.013777777777777778,-0.0027777777777777783
MST_eps1000,LightGBM,income,0.823,0.738,0.08499999999999996
