dataset,size,sample,sdg,qi,eq_threshold,rare_threshold,feature,n_targets,n_es,n_is,n_rs,n_eirs,ds
adult,10000,0,TVAE,QI1,5,0.1,hours-per-week,10000,5206,2922,5344,3,0.0003
adult,10000,0,TVAE,QI1,5,0.1,income,10000,5206,5117,0,0,0.0
adult,10000,0,TVAE,QI1,5,0.1,_overall,10000,5206,6559,10000,1030,0.103
adult,10000,1,ARF,QI1,5,0.1,workclass,10000,5112,4523,2943,45,0.0045
adult,10000,1,ARF,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,ARF,QI1,5,0.1,education-num,10000,5112,5431,2861,278,0.0278
adult,10000,1,ARF,QI1,5,0.1,occupation,10000,5112,699,2767,35,0.0035
adult,10000,1,ARF,QI1,5,0.1,relationship,10000,5112,5150,749,72,0.0072
adult,10000,1,ARF,QI1,5,0.1,capital-gain,10000,5112,5927,816,0,0.0
adult,10000,1,ARF,QI1,5,0.1,capital-loss,10000,5112,6387,483,0,0.0
adult,10000,1,ARF,QI1,5,0.1,hours-per-week,10000,5112,843,5392,23,0.0023
adult,10000,1,ARF,QI1,5,0.1,income,10000,5112,5296,0,0,0.0
adult,10000,1,ARF,QI1,5,0.1,_overall,10000,5112,6912,10000,427,0.0427
adult,10000,1,CellSuppression,QI1,5,0.1,workclass,10000,5112,7593,2943,951,0.0951
adult,10000,1,CellSuppression,QI1,5,0.1,fnlwgt,10000,5112,3471,10000,3090,0.309
adult,10000,1,CellSuppression,QI1,5,0.1,education-num,10000,5112,9589,2861,2216,0.2216
adult,10000,1,CellSuppression,QI1,5,0.1,occupation,10000,5112,5200,2767,866,0.0866
adult,10000,1,CellSuppression,QI1,5,0.1,relationship,10000,5112,8410,749,498,0.0498
adult,10000,1,CellSuppression,QI1,5,0.1,capital-gain,10000,5112,8969,816,161,0.0161
adult,10000,1,CellSuppression,QI1,5,0.1,capital-loss,10000,5112,9233,483,106,0.0106
adult,10000,1,CellSuppression,QI1,5,0.1,hours-per-week,10000,5112,5790,5392,1562,0.1562
adult,10000,1,CellSuppression,QI1,5,0.1,income,10000,5112,8374,0,0,0.0
adult,10000,1,CellSuppression,QI1,5,0.1,_overall,10000,5112,9589,10000,4118,0.4118
adult,10000,1,CTGAN,QI1,5,0.1,workclass,10000,5112,4239,2943,59,0.0059
adult,10000,1,CTGAN,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,CTGAN,QI1,5,0.1,education-num,10000,5112,5978,2861,393,0.0393
adult,10000,1,CTGAN,QI1,5,0.1,occupation,10000,5112,1237,2767,35,0.0035
adult,10000,1,CTGAN,QI1,5,0.1,relationship,10000,5112,5053,749,103,0.0103
adult,10000,1,CTGAN,QI1,5,0.1,capital-gain,10000,5112,5584,816,0,0.0
adult,10000,1,CTGAN,QI1,5,0.1,capital-loss,10000,5112,5795,483,0,0.0
adult,10000,1,CTGAN,QI1,5,0.1,hours-per-week,10000,5112,2480,5392,13,0.0013
adult,10000,1,CTGAN,QI1,5,0.1,income,10000,5112,4988,0,0,0.0
adult,10000,1,CTGAN,QI1,5,0.1,_overall,10000,5112,6846,10000,542,0.0542
adult,10000,1,RankSwap,QI1,5,0.1,workclass,10000,5112,5013,2943,159,0.0159
adult,10000,1,RankSwap,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,RankSwap,QI1,5,0.1,education-num,10000,5112,6170,2861,325,0.0325
adult,10000,1,RankSwap,QI1,5,0.1,occupation,10000,5112,2146,2767,149,0.0149
adult,10000,1,RankSwap,QI1,5,0.1,relationship,10000,5112,5778,749,263,0.0263
adult,10000,1,RankSwap,QI1,5,0.1,capital-gain,10000,5112,6681,816,0,0.0
adult,10000,1,RankSwap,QI1,5,0.1,capital-loss,10000,5112,6925,483,0,0.0
adult,10000,1,RankSwap,QI1,5,0.1,hours-per-week,10000,5112,2882,5392,112,0.0112
adult,10000,1,RankSwap,QI1,5,0.1,income,10000,5112,5885,0,0,0.0
adult,10000,1,RankSwap,QI1,5,0.1,_overall,10000,5112,7333,10000,825,0.0825
adult,10000,1,Synthpop,QI1,5,0.1,workclass,10000,5112,5020,2943,83,0.0083
adult,10000,1,Synthpop,QI1,5,0.1,fnlwgt,10000,5112,140,10000,78,0.0078
adult,10000,1,Synthpop,QI1,5,0.1,education-num,10000,5112,7492,2861,1110,0.111
adult,10000,1,Synthpop,QI1,5,0.1,occupation,10000,5112,1953,2767,68,0.0068
adult,10000,1,Synthpop,QI1,5,0.1,relationship,10000,5112,5928,749,216,0.0216
adult,10000,1,Synthpop,QI1,5,0.1,capital-gain,10000,5112,6776,816,3,0.0003
adult,10000,1,Synthpop,QI1,5,0.1,capital-loss,10000,5112,7092,483,2,0.0002
adult,10000,1,Synthpop,QI1,5,0.1,hours-per-week,10000,5112,2775,5392,70,0.007
adult,10000,1,Synthpop,QI1,5,0.1,income,10000,5112,5956,0,0,0.0
adult,10000,1,Synthpop,QI1,5,0.1,_overall,10000,5112,7492,10000,1392,0.1392
adult,10000,1,TabDDPM,QI1,5,0.1,workclass,10000,5112,6563,2943,727,0.0727
adult,10000,1,TabDDPM,QI1,5,0.1,fnlwgt,10000,5112,100,10000,82,0.0082
adult,10000,1,TabDDPM,QI1,5,0.1,education-num,10000,5112,8677,2861,1731,0.1731
adult,10000,1,TabDDPM,QI1,5,0.1,occupation,10000,5112,4058,2767,620,0.062
adult,10000,1,TabDDPM,QI1,5,0.1,relationship,10000,5112,7430,749,386,0.0386
adult,10000,1,TabDDPM,QI1,5,0.1,capital-gain,10000,5112,7977,816,70,0.007
adult,10000,1,TabDDPM,QI1,5,0.1,capital-loss,10000,5112,8298,483,52,0.0052
adult,10000,1,TabDDPM,QI1,5,0.1,hours-per-week,10000,5112,4628,5392,1055,0.1055
adult,10000,1,TabDDPM,QI1,5,0.1,income,10000,5112,7341,0,0,0.0
adult,10000,1,TabDDPM,QI1,5,0.1,_overall,10000,5112,8694,10000,2755,0.2755
adult,10000,1,TVAE,QI1,5,0.1,workclass,10000,5112,4724,2943,21,0.0021
adult,10000,1,TVAE,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,TVAE,QI1,5,0.1,education-num,10000,5112,6435,2861,782,0.0782
adult,10000,1,TVAE,QI1,5,0.1,occupation,10000,5112,1803,2767,26,0.0026
adult,10000,1,TVAE,QI1,5,0.1,relationship,10000,5112,5417,749,149,0.0149
adult,10000,1,TVAE,QI1,5,0.1,capital-gain,10000,5112,5946,816,0,0.0
adult,10000,1,TVAE,QI1,5,0.1,capital-loss,10000,5112,6152,483,0,0.0
adult,10000,1,TVAE,QI1,5,0.1,hours-per-week,10000,5112,2829,5392,28,0.0028
adult,10000,1,TVAE,QI1,5,0.1,income,10000,5112,5303,0,0,0.0
adult,10000,1,TVAE,QI1,5,0.1,_overall,10000,5112,6823,10000,953,0.0953
adult,10000,2,ARF,QI1,5,0.1,workclass,10000,5192,4533,2905,62,0.0062
adult,10000,2,ARF,QI1,5,0.1,fnlwgt,10000,5192,1,10000,0,0.0
adult,10000,2,ARF,QI1,5,0.1,education-num,10000,5192,5375,2962,304,0.0304
adult,10000,2,ARF,QI1,5,0.1,occupation,10000,5192,822,2816,50,0.005
adult,10000,2,ARF,QI1,5,0.1,relationship,10000,5192,5014,797,98,0.0098
adult,10000,2,ARF,QI1,5,0.1,capital-gain,10000,5192,5934,823,0,0.0
adult,10000,2,ARF,QI1,5,0.1,capital-loss,10000,5192,6305,472,0,0.0
adult,10000,2,ARF,QI1,5,0.1,hours-per-week,10000,5192,1076,5200,20,0.002
adult,10000,2,ARF,QI1,5,0.1,income,10000,5192,5212,0,0,0.0
adult,10000,2,ARF,QI1,5,0.1,_overall,10000,5192,6899,10000,491,0.0491
adult,10000,2,CellSuppression,QI1,5,0.1,workclass,10000,5192,7664,2905,980,0.098
adult,10000,2,CellSuppression,QI1,5,0.1,fnlwgt,10000,5192,3445,10000,3074,0.3074
adult,10000,2,CellSuppression,QI1,5,0.1,education-num,10000,5192,9586,2962,2360,0.236
adult,10000,2,CellSuppression,QI1,5,0.1,occupation,10000,5192,5164,2816,826,0.0826
adult,10000,2,CellSuppression,QI1,5,0.1,relationship,10000,5192,8374,797,561,0.0561
adult,10000,2,CellSuppression,QI1,5,0.1,capital-gain,10000,5192,8993,823,196,0.0196
adult,10000,2,CellSuppression,QI1,5,0.1,capital-loss,10000,5192,9218,472,92,0.0092
adult,10000,2,CellSuppression,QI1,5,0.1,hours-per-week,10000,5192,5930,5200,1479,0.1479
adult,10000,2,CellSuppression,QI1,5,0.1,income,10000,5192,8357,0,0,0.0
adult,10000,2,CellSuppression,QI1,5,0.1,_overall,10000,5192,9586,10000,4191,0.4191
adult,10000,2,CTGAN,QI1,5,0.1,workclass,10000,5192,3947,2905,83,0.0083
adult,10000,2,CTGAN,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,CTGAN,QI1,5,0.1,education-num,10000,5192,6125,2962,450,0.045
adult,10000,2,CTGAN,QI1,5,0.1,occupation,10000,5192,1371,2816,38,0.0038
adult,10000,2,CTGAN,QI1,5,0.1,relationship,10000,5192,5175,797,77,0.0077
adult,10000,2,CTGAN,QI1,5,0.1,capital-gain,10000,5192,5112,823,2,0.0002
adult,10000,2,CTGAN,QI1,5,0.1,capital-loss,10000,5192,4090,472,0,0.0
adult,10000,2,CTGAN,QI1,5,0.1,hours-per-week,10000,5192,2733,5200,39,0.0039
adult,10000,2,CTGAN,QI1,5,0.1,income,10000,5192,5320,0,0,0.0
adult,10000,2,CTGAN,QI1,5,0.1,_overall,10000,5192,7081,10000,615,0.0615
adult,10000,2,RankSwap,QI1,5,0.1,workclass,10000,5192,5154,2905,194,0.0194
adult,10000,2,RankSwap,QI1,5,0.1,fnlwgt,10000,5192,2,10000,1,0.0001
adult,10000,2,RankSwap,QI1,5,0.1,education-num,10000,5192,6151,2962,420,0.042
adult,10000,2,RankSwap,QI1,5,0.1,occupation,10000,5192,2192,2816,168,0.0168
adult,10000,2,RankSwap,QI1,5,0.1,relationship,10000,5192,5794,797,309,0.0309
adult,10000,2,RankSwap,QI1,5,0.1,capital-gain,10000,5192,6761,823,0,0.0
adult,10000,2,RankSwap,QI1,5,0.1,capital-loss,10000,5192,6999,472,0,0.0
adult,10000,2,RankSwap,QI1,5,0.1,hours-per-week,10000,5192,3068,5200,83,0.0083
adult,10000,2,RankSwap,QI1,5,0.1,income,10000,5192,5972,0,0,0.0
adult,10000,2,RankSwap,QI1,5,0.1,_overall,10000,5192,7423,10000,996,0.0996
adult,10000,2,Synthpop,QI1,5,0.1,workclass,10000,5192,5168,2905,121,0.0121
adult,10000,2,Synthpop,QI1,5,0.1,fnlwgt,10000,5192,139,10000,78,0.0078
adult,10000,2,Synthpop,QI1,5,0.1,education-num,10000,5192,7579,2962,1232,0.1232
adult,10000,2,Synthpop,QI1,5,0.1,occupation,10000,5192,2030,2816,96,0.0096
adult,10000,2,Synthpop,QI1,5,0.1,relationship,10000,5192,5929,797,277,0.0277
adult,10000,2,Synthpop,QI1,5,0.1,capital-gain,10000,5192,6902,823,4,0.0004
adult,10000,2,Synthpop,QI1,5,0.1,capital-loss,10000,5192,7151,472,3,0.0003
adult,10000,2,Synthpop,QI1,5,0.1,hours-per-week,10000,5192,3014,5200,85,0.0085
adult,10000,2,Synthpop,QI1,5,0.1,income,10000,5192,6013,0,0,0.0
adult,10000,2,Synthpop,QI1,5,0.1,_overall,10000,5192,7579,10000,1604,0.1604
adult,10000,2,TabDDPM,QI1,5,0.1,workclass,10000,5192,6742,2905,760,0.076
adult,10000,2,TabDDPM,QI1,5,0.1,fnlwgt,10000,5192,98,10000,85,0.0085
adult,10000,2,TabDDPM,QI1,5,0.1,education-num,10000,5192,8730,2962,1839,0.1839
adult,10000,2,TabDDPM,QI1,5,0.1,occupation,10000,5192,4060,2816,640,0.064
adult,10000,2,TabDDPM,QI1,5,0.1,relationship,10000,5192,7446,797,451,0.0451
adult,10000,2,TabDDPM,QI1,5,0.1,capital-gain,10000,5192,8065,823,83,0.0083
adult,10000,2,TabDDPM,QI1,5,0.1,capital-loss,10000,5192,8368,472,48,0.0048
adult,10000,2,TabDDPM,QI1,5,0.1,hours-per-week,10000,5192,4864,5200,1056,0.1056
adult,10000,2,TabDDPM,QI1,5,0.1,income,10000,5192,7407,0,0,0.0
adult,10000,2,TabDDPM,QI1,5,0.1,_overall,10000,5192,8756,10000,2915,0.2915
adult,10000,2,TVAE,QI1,5,0.1,workclass,10000,5192,4738,2905,60,0.006
adult,10000,2,TVAE,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,TVAE,QI1,5,0.1,education-num,10000,5192,6636,2962,908,0.0908
adult,10000,2,TVAE,QI1,5,0.1,occupation,10000,5192,1709,2816,40,0.004
adult,10000,2,TVAE,QI1,5,0.1,relationship,10000,5192,5482,797,176,0.0176
adult,10000,2,TVAE,QI1,5,0.1,capital-gain,10000,5192,5758,823,0,0.0
adult,10000,2,TVAE,QI1,5,0.1,capital-loss,10000,5192,6307,472,0,0.0
adult,10000,2,TVAE,QI1,5,0.1,hours-per-week,10000,5192,3027,5200,2,0.0002
adult,10000,2,TVAE,QI1,5,0.1,income,10000,5192,5422,0,0,0.0
adult,10000,2,TVAE,QI1,5,0.1,_overall,10000,5192,6952,10000,1117,0.1117
adult,10000,3,ARF,QI1,5,0.1,workclass,10000,5141,4458,2899,49,0.0049
adult,10000,3,ARF,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,ARF,QI1,5,0.1,education-num,10000,5141,5267,2919,286,0.0286
adult,10000,3,ARF,QI1,5,0.1,occupation,10000,5141,894,2912,52,0.0052
adult,10000,3,ARF,QI1,5,0.1,relationship,10000,5141,5026,784,59,0.0059
adult,10000,3,ARF,QI1,5,0.1,capital-gain,10000,5141,5959,858,0,0.0
adult,10000,3,ARF,QI1,5,0.1,capital-loss,10000,5141,6251,465,0,0.0
adult,10000,3,ARF,QI1,5,0.1,hours-per-week,10000,5141,906,5322,15,0.0015
adult,10000,3,ARF,QI1,5,0.1,income,10000,5141,5228,0,0,0.0
adult,10000,3,ARF,QI1,5,0.1,_overall,10000,5141,6888,10000,425,0.0425
adult,10000,3,CellSuppression,QI1,5,0.1,workclass,10000,5141,7617,2899,936,0.0936
adult,10000,3,CellSuppression,QI1,5,0.1,fnlwgt,10000,5141,3535,10000,3146,0.3146
adult,10000,3,CellSuppression,QI1,5,0.1,education-num,10000,5141,9585,2919,2283,0.2283
adult,10000,3,CellSuppression,QI1,5,0.1,occupation,10000,5141,5243,2912,931,0.0931
adult,10000,3,CellSuppression,QI1,5,0.1,relationship,10000,5141,8415,784,532,0.0532
adult,10000,3,CellSuppression,QI1,5,0.1,capital-gain,10000,5141,8971,858,213,0.0213
adult,10000,3,CellSuppression,QI1,5,0.1,capital-loss,10000,5141,9229,465,93,0.0093
adult,10000,3,CellSuppression,QI1,5,0.1,hours-per-week,10000,5141,5945,5322,1602,0.1602
adult,10000,3,CellSuppression,QI1,5,0.1,income,10000,5141,8406,0,0,0.0
adult,10000,3,CellSuppression,QI1,5,0.1,_overall,10000,5141,9585,10000,4153,0.4153
adult,10000,3,CTGAN,QI1,5,0.1,workclass,10000,5141,3983,2899,85,0.0085
adult,10000,3,CTGAN,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,CTGAN,QI1,5,0.1,education-num,10000,5141,5814,2919,294,0.0294
adult,10000,3,CTGAN,QI1,5,0.1,occupation,10000,5141,1326,2912,41,0.0041
adult,10000,3,CTGAN,QI1,5,0.1,relationship,10000,5141,4967,784,84,0.0084
adult,10000,3,CTGAN,QI1,5,0.1,capital-gain,10000,5141,4428,858,0,0.0
adult,10000,3,CTGAN,QI1,5,0.1,capital-loss,10000,5141,3110,465,0,0.0
adult,10000,3,CTGAN,QI1,5,0.1,hours-per-week,10000,5141,2334,5322,30,0.003
adult,10000,3,CTGAN,QI1,5,0.1,income,10000,5141,5004,0,0,0.0
adult,10000,3,CTGAN,QI1,5,0.1,_overall,10000,5141,6790,10000,478,0.0478
adult,10000,3,RankSwap,QI1,5,0.1,workclass,10000,5141,5005,2899,160,0.016
adult,10000,3,RankSwap,QI1,5,0.1,fnlwgt,10000,5141,2,10000,1,0.0001
adult,10000,3,RankSwap,QI1,5,0.1,education-num,10000,5141,6094,2919,318,0.0318
adult,10000,3,RankSwap,QI1,5,0.1,occupation,10000,5141,2077,2912,149,0.0149
adult,10000,3,RankSwap,QI1,5,0.1,relationship,10000,5141,5799,784,255,0.0255
adult,10000,3,RankSwap,QI1,5,0.1,capital-gain,10000,5141,6574,858,0,0.0
adult,10000,3,RankSwap,QI1,5,0.1,capital-loss,10000,5141,6863,465,0,0.0
adult,10000,3,RankSwap,QI1,5,0.1,hours-per-week,10000,5141,2966,5322,86,0.0086
adult,10000,3,RankSwap,QI1,5,0.1,income,10000,5141,5861,0,0,0.0
adult,10000,3,RankSwap,QI1,5,0.1,_overall,10000,5141,7270,10000,817,0.0817
adult,10000,3,Synthpop,QI1,5,0.1,workclass,10000,5141,5073,2899,132,0.0132
adult,10000,3,Synthpop,QI1,5,0.1,fnlwgt,10000,5141,129,10000,64,0.0064
adult,10000,3,Synthpop,QI1,5,0.1,education-num,10000,5141,7523,2919,1154,0.1154
adult,10000,3,Synthpop,QI1,5,0.1,occupation,10000,5141,1993,2912,91,0.0091
adult,10000,3,Synthpop,QI1,5,0.1,relationship,10000,5141,5964,784,243,0.0243
adult,10000,3,Synthpop,QI1,5,0.1,capital-gain,10000,5141,6785,858,2,0.0002
adult,10000,3,Synthpop,QI1,5,0.1,capital-loss,10000,5141,7105,465,4,0.0004
adult,10000,3,Synthpop,QI1,5,0.1,hours-per-week,10000,5141,2952,5322,83,0.0083
adult,10000,3,Synthpop,QI1,5,0.1,income,10000,5141,5957,0,0,0.0
adult,10000,3,Synthpop,QI1,5,0.1,_overall,10000,5141,7523,10000,1486,0.1486
adult,10000,3,TabDDPM,QI1,5,0.1,workclass,10000,5141,6542,2899,668,0.0668
adult,10000,3,TabDDPM,QI1,5,0.1,fnlwgt,10000,5141,90,10000,66,0.0066
adult,10000,3,TabDDPM,QI1,5,0.1,education-num,10000,5141,8609,2919,1736,0.1736
adult,10000,3,TabDDPM,QI1,5,0.1,occupation,10000,5141,4024,2912,692,0.0692
adult,10000,3,TabDDPM,QI1,5,0.1,relationship,10000,5141,7396,784,411,0.0411
adult,10000,3,TabDDPM,QI1,5,0.1,capital-gain,10000,5141,7944,858,84,0.0084
adult,10000,3,TabDDPM,QI1,5,0.1,capital-loss,10000,5141,8253,465,60,0.006
adult,10000,3,TabDDPM,QI1,5,0.1,hours-per-week,10000,5141,4713,5322,1062,0.1062
adult,10000,3,TabDDPM,QI1,5,0.1,income,10000,5141,7334,0,0,0.0
adult,10000,3,TabDDPM,QI1,5,0.1,_overall,10000,5141,8644,10000,2780,0.278
adult,10000,3,TVAE,QI1,5,0.1,workclass,10000,5141,4572,2899,52,0.0052
adult,10000,3,TVAE,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,TVAE,QI1,5,0.1,education-num,10000,5141,6439,2919,837,0.0837
adult,10000,3,TVAE,QI1,5,0.1,occupation,10000,5141,1657,2912,70,0.007
adult,10000,3,TVAE,QI1,5,0.1,relationship,10000,5141,5262,784,133,0.0133
adult,10000,3,TVAE,QI1,5,0.1,capital-gain,10000,5141,5424,858,0,0.0
adult,10000,3,TVAE,QI1,5,0.1,capital-loss,10000,5141,5736,465,0,0.0
adult,10000,3,TVAE,QI1,5,0.1,hours-per-week,10000,5141,2635,5322,17,0.0017
adult,10000,3,TVAE,QI1,5,0.1,income,10000,5141,5153,0,0,0.0
adult,10000,3,TVAE,QI1,5,0.1,_overall,10000,5141,6685,10000,1001,0.1001
adult,10000,4,ARF,QI1,5,0.1,workclass,10000,5280,4551,2931,56,0.0056
adult,10000,4,ARF,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,ARF,QI1,5,0.1,education-num,10000,5280,5311,2929,268,0.0268
adult,10000,4,ARF,QI1,5,0.1,occupation,10000,5280,852,2914,31,0.0031
adult,10000,4,ARF,QI1,5,0.1,relationship,10000,5280,5030,835,133,0.0133
adult,10000,4,ARF,QI1,5,0.1,capital-gain,10000,5280,5836,844,0,0.0
adult,10000,4,ARF,QI1,5,0.1,capital-loss,10000,5280,6314,472,0,0.0
adult,10000,4,ARF,QI1,5,0.1,hours-per-week,10000,5280,975,5321,21,0.0021
adult,10000,4,ARF,QI1,5,0.1,income,10000,5280,5217,0,0,0.0
adult,10000,4,ARF,QI1,5,0.1,_overall,10000,5280,6903,10000,476,0.0476
adult,10000,4,CellSuppression,QI1,5,0.1,workclass,10000,5280,7626,2931,982,0.0982
adult,10000,4,CellSuppression,QI1,5,0.1,fnlwgt,10000,5280,3537,10000,3178,0.3178
adult,10000,4,CellSuppression,QI1,5,0.1,education-num,10000,5280,9579,2929,2319,0.2319
adult,10000,4,CellSuppression,QI1,5,0.1,occupation,10000,5280,5240,2914,932,0.0932
adult,10000,4,CellSuppression,QI1,5,0.1,relationship,10000,5280,8411,835,583,0.0583
adult,10000,4,CellSuppression,QI1,5,0.1,capital-gain,10000,5280,8959,844,195,0.0195
adult,10000,4,CellSuppression,QI1,5,0.1,capital-loss,10000,5280,9236,472,111,0.0111
adult,10000,4,CellSuppression,QI1,5,0.1,hours-per-week,10000,5280,5942,5321,1615,0.1615
adult,10000,4,CellSuppression,QI1,5,0.1,income,10000,5280,8362,0,0,0.0
adult,10000,4,CellSuppression,QI1,5,0.1,_overall,10000,5280,9579,10000,4211,0.4211
adult,10000,4,CTGAN,QI1,5,0.1,workclass,10000,5280,4092,2931,100,0.01
adult,10000,4,CTGAN,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,CTGAN,QI1,5,0.1,education-num,10000,5280,6139,2929,342,0.0342
adult,10000,4,CTGAN,QI1,5,0.1,occupation,10000,5280,1464,2914,43,0.0043
adult,10000,4,CTGAN,QI1,5,0.1,relationship,10000,5280,5093,835,93,0.0093
adult,10000,4,CTGAN,QI1,5,0.1,capital-gain,10000,5280,5971,844,0,0.0
adult,10000,4,CTGAN,QI1,5,0.1,capital-loss,10000,5280,5181,472,0,0.0
adult,10000,4,CTGAN,QI1,5,0.1,hours-per-week,10000,5280,2427,5321,17,0.0017
adult,10000,4,CTGAN,QI1,5,0.1,income,10000,5280,5334,0,0,0.0
adult,10000,4,CTGAN,QI1,5,0.1,_overall,10000,5280,6947,10000,527,0.0527
adult,10000,4,RankSwap,QI1,5,0.1,workclass,10000,5280,5004,2931,169,0.0169
adult,10000,4,RankSwap,QI1,5,0.1,fnlwgt,10000,5280,3,10000,1,0.0001
adult,10000,4,RankSwap,QI1,5,0.1,education-num,10000,5280,6010,2929,327,0.0327
adult,10000,4,RankSwap,QI1,5,0.1,occupation,10000,5280,2121,2914,134,0.0134
adult,10000,4,RankSwap,QI1,5,0.1,relationship,10000,5280,5713,835,309,0.0309
adult,10000,4,RankSwap,QI1,5,0.1,capital-gain,10000,5280,6594,844,0,0.0
adult,10000,4,RankSwap,QI1,5,0.1,capital-loss,10000,5280,6853,472,0,0.0
adult,10000,4,RankSwap,QI1,5,0.1,hours-per-week,10000,5280,2975,5321,97,0.0097
adult,10000,4,RankSwap,QI1,5,0.1,income,10000,5280,5781,0,0,0.0
adult,10000,4,RankSwap,QI1,5,0.1,_overall,10000,5280,7262,10000,884,0.0884
adult,10000,4,Synthpop,QI1,5,0.1,workclass,10000,5280,4969,2931,130,0.013
adult,10000,4,Synthpop,QI1,5,0.1,fnlwgt,10000,5280,148,10000,87,0.0087
adult,10000,4,Synthpop,QI1,5,0.1,education-num,10000,5280,7442,2929,1151,0.1151
adult,10000,4,Synthpop,QI1,5,0.1,occupation,10000,5280,2014,2914,78,0.0078
adult,10000,4,Synthpop,QI1,5,0.1,relationship,10000,5280,5855,835,253,0.0253
adult,10000,4,Synthpop,QI1,5,0.1,capital-gain,10000,5280,6700,844,3,0.0003
adult,10000,4,Synthpop,QI1,5,0.1,capital-loss,10000,5280,7041,472,0,0.0
adult,10000,4,Synthpop,QI1,5,0.1,hours-per-week,10000,5280,2885,5321,93,0.0093
adult,10000,4,Synthpop,QI1,5,0.1,income,10000,5280,5891,0,0,0.0
adult,10000,4,Synthpop,QI1,5,0.1,_overall,10000,5280,7442,10000,1507,0.1507
adult,10000,4,TabDDPM,QI1,5,0.1,workclass,10000,5280,6576,2931,736,0.0736
adult,10000,4,TabDDPM,QI1,5,0.1,fnlwgt,10000,5280,95,10000,77,0.0077
adult,10000,4,TabDDPM,QI1,5,0.1,education-num,10000,5280,8614,2929,1753,0.1753
adult,10000,4,TabDDPM,QI1,5,0.1,occupation,10000,5280,4046,2914,673,0.0673
adult,10000,4,TabDDPM,QI1,5,0.1,relationship,10000,5280,7387,835,449,0.0449
adult,10000,4,TabDDPM,QI1,5,0.1,capital-gain,10000,5280,7902,844,86,0.0086
adult,10000,4,TabDDPM,QI1,5,0.1,capital-loss,10000,5280,8248,472,56,0.0056
adult,10000,4,TabDDPM,QI1,5,0.1,hours-per-week,10000,5280,4763,5321,1103,0.1103
adult,10000,4,TabDDPM,QI1,5,0.1,income,10000,5280,7323,0,0,0.0
adult,10000,4,TabDDPM,QI1,5,0.1,_overall,10000,5280,8627,10000,2831,0.2831
adult,10000,4,TVAE,QI1,5,0.1,workclass,10000,5280,4669,2931,52,0.0052
adult,10000,4,TVAE,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,TVAE,QI1,5,0.1,education-num,10000,5280,6605,2929,857,0.0857
adult,10000,4,TVAE,QI1,5,0.1,occupation,10000,5280,1635,2914,46,0.0046
adult,10000,4,TVAE,QI1,5,0.1,relationship,10000,5280,5433,835,217,0.0217
adult,10000,4,TVAE,QI1,5,0.1,capital-gain,10000,5280,5314,844,0,0.0
adult,10000,4,TVAE,QI1,5,0.1,capital-loss,10000,5280,5742,472,0,0.0
adult,10000,4,TVAE,QI1,5,0.1,hours-per-week,10000,5280,3042,5321,6,0.0006
adult,10000,4,TVAE,QI1,5,0.1,income,10000,5280,5253,0,0,0.0
adult,10000,4,TVAE,QI1,5,0.1,_overall,10000,5280,6876,10000,1091,0.1091
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,workclass,1000,979,14,293,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,fnlwgt,1000,979,0,1000,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,education-num,1000,979,11,309,1,0.001
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,occupation,1000,979,9,262,3,0.003
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,relationship,1000,979,36,82,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,capital-gain,1000,979,0,84,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,capital-loss,1000,979,0,43,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,hours-per-week,1000,979,4,551,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,income,1000,979,20,0,0,0.0
adult,1000,0,PrivBayes_eps1,QI1,5,0.1,_overall,1000,979,36,1000,4,0.004
adult,1000,0,PrivBayes_eps1000,QI1,5,0.1,workclass,1000,979,109,293,6,0.006
adult,1000,0,PrivBayes_eps1000,QI1,5,0.1,fnlwgt,1000,979,0,1000,0,0.0
adult,1000,0,PrivBayes_eps1000,QI1,5,0.1,education-num,1000,979,185,309,25,0.025
