dataset,size,sample,sdg,qi,eq_threshold,rare_threshold,feature,n_targets,n_es,n_is,n_rs,n_eirs,ds
adult,10000,1,AIM_eps1,QI1,5,0.1,occupation,10000,5112,203,2767,5,0.0005
adult,10000,1,AIM_eps1,QI1,5,0.1,relationship,10000,5112,554,749,31,0.0031
adult,10000,1,AIM_eps1,QI1,5,0.1,capital-gain,10000,5112,694,816,0,0.0
adult,10000,1,AIM_eps1,QI1,5,0.1,capital-loss,10000,5112,720,483,0,0.0
adult,10000,1,AIM_eps1,QI1,5,0.1,hours-per-week,10000,5112,2,5392,0,0.0
adult,10000,1,AIM_eps1,QI1,5,0.1,income,10000,5112,631,0,0,0.0
adult,10000,1,AIM_eps1,QI1,5,0.1,_overall,10000,5112,761,10000,154,0.0154
adult,10000,1,MST_eps1,QI1,5,0.1,workclass,10000,5112,523,2943,2,0.0002
adult,10000,1,MST_eps1,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,MST_eps1,QI1,5,0.1,education-num,10000,5112,493,2861,103,0.0103
adult,10000,1,MST_eps1,QI1,5,0.1,occupation,10000,5112,195,2767,6,0.0006
adult,10000,1,MST_eps1,QI1,5,0.1,relationship,10000,5112,535,749,33,0.0033
adult,10000,1,MST_eps1,QI1,5,0.1,capital-gain,10000,5112,692,816,0,0.0
adult,10000,1,MST_eps1,QI1,5,0.1,capital-loss,10000,5112,718,483,0,0.0
adult,10000,1,MST_eps1,QI1,5,0.1,hours-per-week,10000,5112,2,5392,0,0.0
adult,10000,1,MST_eps1,QI1,5,0.1,income,10000,5112,562,0,0,0.0
adult,10000,1,MST_eps1,QI1,5,0.1,_overall,10000,5112,760,10000,135,0.0135
adult,10000,1,MST_eps10,QI1,5,0.1,workclass,10000,5112,533,2943,2,0.0002
adult,10000,1,MST_eps10,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,MST_eps10,QI1,5,0.1,education-num,10000,5112,282,2861,64,0.0064
adult,10000,1,MST_eps10,QI1,5,0.1,occupation,10000,5112,221,2767,5,0.0005
adult,10000,1,MST_eps10,QI1,5,0.1,relationship,10000,5112,553,749,34,0.0034
adult,10000,1,MST_eps10,QI1,5,0.1,capital-gain,10000,5112,0,816,0,0.0
adult,10000,1,MST_eps10,QI1,5,0.1,capital-loss,10000,5112,0,483,0,0.0
adult,10000,1,MST_eps10,QI1,5,0.1,hours-per-week,10000,5112,37,5392,16,0.0016
adult,10000,1,MST_eps10,QI1,5,0.1,income,10000,5112,579,0,0,0.0
adult,10000,1,MST_eps10,QI1,5,0.1,_overall,10000,5112,783,10000,115,0.0115
adult,10000,1,MST_eps100,QI1,5,0.1,workclass,10000,5112,532,2943,1,0.0001
adult,10000,1,MST_eps100,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,MST_eps100,QI1,5,0.1,education-num,10000,5112,306,2861,61,0.0061
adult,10000,1,MST_eps100,QI1,5,0.1,occupation,10000,5112,208,2767,6,0.0006
adult,10000,1,MST_eps100,QI1,5,0.1,relationship,10000,5112,572,749,32,0.0032
adult,10000,1,MST_eps100,QI1,5,0.1,capital-gain,10000,5112,0,816,0,0.0
adult,10000,1,MST_eps100,QI1,5,0.1,capital-loss,10000,5112,0,483,0,0.0
adult,10000,1,MST_eps100,QI1,5,0.1,hours-per-week,10000,5112,51,5392,19,0.0019
adult,10000,1,MST_eps100,QI1,5,0.1,income,10000,5112,564,0,0,0.0
adult,10000,1,MST_eps100,QI1,5,0.1,_overall,10000,5112,783,10000,110,0.011
adult,10000,1,MST_eps1000,QI1,5,0.1,workclass,10000,5112,530,2943,2,0.0002
adult,10000,1,MST_eps1000,QI1,5,0.1,fnlwgt,10000,5112,0,10000,0,0.0
adult,10000,1,MST_eps1000,QI1,5,0.1,education-num,10000,5112,304,2861,61,0.0061
adult,10000,1,MST_eps1000,QI1,5,0.1,occupation,10000,5112,216,2767,7,0.0007
adult,10000,1,MST_eps1000,QI1,5,0.1,relationship,10000,5112,543,749,34,0.0034
adult,10000,1,MST_eps1000,QI1,5,0.1,capital-gain,10000,5112,0,816,0,0.0
adult,10000,1,MST_eps1000,QI1,5,0.1,capital-loss,10000,5112,0,483,0,0.0
adult,10000,1,MST_eps1000,QI1,5,0.1,hours-per-week,10000,5112,45,5392,13,0.0013
adult,10000,1,MST_eps1000,QI1,5,0.1,income,10000,5112,577,0,0,0.0
adult,10000,1,MST_eps1000,QI1,5,0.1,_overall,10000,5112,774,10000,105,0.0105
adult,10000,2,AIM_eps1,QI1,5,0.1,workclass,10000,5192,1175,2905,5,0.0005
adult,10000,2,AIM_eps1,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,AIM_eps1,QI1,5,0.1,education-num,10000,5192,1267,2962,259,0.0259
adult,10000,2,AIM_eps1,QI1,5,0.1,occupation,10000,5192,434,2816,10,0.001
adult,10000,2,AIM_eps1,QI1,5,0.1,relationship,10000,5192,1309,797,77,0.0077
adult,10000,2,AIM_eps1,QI1,5,0.1,capital-gain,10000,5192,1553,823,0,0.0
adult,10000,2,AIM_eps1,QI1,5,0.1,capital-loss,10000,5192,1616,472,0,0.0
adult,10000,2,AIM_eps1,QI1,5,0.1,hours-per-week,10000,5192,7,5200,0,0.0
adult,10000,2,AIM_eps1,QI1,5,0.1,income,10000,5192,1336,0,0,0.0
adult,10000,2,AIM_eps1,QI1,5,0.1,_overall,10000,5192,1691,10000,327,0.0327
adult,10000,2,MST_eps1,QI1,5,0.1,workclass,10000,5192,539,2905,3,0.0003
adult,10000,2,MST_eps1,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,MST_eps1,QI1,5,0.1,education-num,10000,5192,513,2962,110,0.011
adult,10000,2,MST_eps1,QI1,5,0.1,occupation,10000,5192,159,2816,2,0.0002
adult,10000,2,MST_eps1,QI1,5,0.1,relationship,10000,5192,530,797,32,0.0032
adult,10000,2,MST_eps1,QI1,5,0.1,capital-gain,10000,5192,696,823,0,0.0
adult,10000,2,MST_eps1,QI1,5,0.1,capital-loss,10000,5192,732,472,0,0.0
adult,10000,2,MST_eps1,QI1,5,0.1,hours-per-week,10000,5192,4,5200,1,0.0001
adult,10000,2,MST_eps1,QI1,5,0.1,income,10000,5192,563,0,0,0.0
adult,10000,2,MST_eps1,QI1,5,0.1,_overall,10000,5192,756,10000,138,0.0138
adult,10000,2,MST_eps10,QI1,5,0.1,workclass,10000,5192,545,2905,1,0.0001
adult,10000,2,MST_eps10,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,MST_eps10,QI1,5,0.1,education-num,10000,5192,250,2962,59,0.0059
adult,10000,2,MST_eps10,QI1,5,0.1,occupation,10000,5192,215,2816,6,0.0006
adult,10000,2,MST_eps10,QI1,5,0.1,relationship,10000,5192,534,797,35,0.0035
adult,10000,2,MST_eps10,QI1,5,0.1,capital-gain,10000,5192,0,823,0,0.0
adult,10000,2,MST_eps10,QI1,5,0.1,capital-loss,10000,5192,0,472,0,0.0
adult,10000,2,MST_eps10,QI1,5,0.1,hours-per-week,10000,5192,24,5200,12,0.0012
adult,10000,2,MST_eps10,QI1,5,0.1,income,10000,5192,567,0,0,0.0
adult,10000,2,MST_eps10,QI1,5,0.1,_overall,10000,5192,765,10000,103,0.0103
adult,10000,2,MST_eps100,QI1,5,0.1,workclass,10000,5192,539,2905,3,0.0003
adult,10000,2,MST_eps100,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,MST_eps100,QI1,5,0.1,education-num,10000,5192,316,2962,54,0.0054
adult,10000,2,MST_eps100,QI1,5,0.1,occupation,10000,5192,191,2816,5,0.0005
adult,10000,2,MST_eps100,QI1,5,0.1,relationship,10000,5192,520,797,32,0.0032
adult,10000,2,MST_eps100,QI1,5,0.1,capital-gain,10000,5192,0,823,0,0.0
adult,10000,2,MST_eps100,QI1,5,0.1,capital-loss,10000,5192,0,472,0,0.0
adult,10000,2,MST_eps100,QI1,5,0.1,hours-per-week,10000,5192,34,5200,14,0.0014
adult,10000,2,MST_eps100,QI1,5,0.1,income,10000,5192,585,0,0,0.0
adult,10000,2,MST_eps100,QI1,5,0.1,_overall,10000,5192,771,10000,98,0.0098
adult,10000,2,MST_eps1000,QI1,5,0.1,workclass,10000,5192,547,2905,1,0.0001
adult,10000,2,MST_eps1000,QI1,5,0.1,fnlwgt,10000,5192,0,10000,0,0.0
adult,10000,2,MST_eps1000,QI1,5,0.1,education-num,10000,5192,324,2962,58,0.0058
adult,10000,2,MST_eps1000,QI1,5,0.1,occupation,10000,5192,213,2816,7,0.0007
adult,10000,2,MST_eps1000,QI1,5,0.1,relationship,10000,5192,549,797,31,0.0031
adult,10000,2,MST_eps1000,QI1,5,0.1,capital-gain,10000,5192,0,823,0,0.0
adult,10000,2,MST_eps1000,QI1,5,0.1,capital-loss,10000,5192,0,472,0,0.0
adult,10000,2,MST_eps1000,QI1,5,0.1,hours-per-week,10000,5192,34,5200,14,0.0014
adult,10000,2,MST_eps1000,QI1,5,0.1,income,10000,5192,584,0,0,0.0
adult,10000,2,MST_eps1000,QI1,5,0.1,_overall,10000,5192,774,10000,101,0.0101
adult,10000,3,AIM_eps1,QI1,5,0.1,workclass,10000,5141,567,2899,2,0.0002
adult,10000,3,AIM_eps1,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,AIM_eps1,QI1,5,0.1,education-num,10000,5141,561,2919,127,0.0127
adult,10000,3,AIM_eps1,QI1,5,0.1,occupation,10000,5141,202,2912,1,0.0001
adult,10000,3,AIM_eps1,QI1,5,0.1,relationship,10000,5141,583,784,31,0.0031
adult,10000,3,AIM_eps1,QI1,5,0.1,capital-gain,10000,5141,747,858,0,0.0
adult,10000,3,AIM_eps1,QI1,5,0.1,capital-loss,10000,5141,788,465,0,0.0
adult,10000,3,AIM_eps1,QI1,5,0.1,hours-per-week,10000,5141,4,5322,3,0.0003
adult,10000,3,AIM_eps1,QI1,5,0.1,income,10000,5141,665,0,0,0.0
adult,10000,3,AIM_eps1,QI1,5,0.1,_overall,10000,5141,828,10000,152,0.0152
adult,10000,3,MST_eps1,QI1,5,0.1,workclass,10000,5141,574,2899,4,0.0004
adult,10000,3,MST_eps1,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,MST_eps1,QI1,5,0.1,education-num,10000,5141,572,2919,131,0.0131
adult,10000,3,MST_eps1,QI1,5,0.1,occupation,10000,5141,187,2912,6,0.0006
adult,10000,3,MST_eps1,QI1,5,0.1,relationship,10000,5141,587,784,30,0.003
adult,10000,3,MST_eps1,QI1,5,0.1,capital-gain,10000,5141,746,858,0,0.0
adult,10000,3,MST_eps1,QI1,5,0.1,capital-loss,10000,5141,0,465,0,0.0
adult,10000,3,MST_eps1,QI1,5,0.1,hours-per-week,10000,5141,2,5322,1,0.0001
adult,10000,3,MST_eps1,QI1,5,0.1,income,10000,5141,622,0,0,0.0
adult,10000,3,MST_eps1,QI1,5,0.1,_overall,10000,5141,826,10000,157,0.0157
adult,10000,3,MST_eps10,QI1,5,0.1,workclass,10000,5141,585,2899,1,0.0001
adult,10000,3,MST_eps10,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,MST_eps10,QI1,5,0.1,education-num,10000,5141,295,2919,64,0.0064
adult,10000,3,MST_eps10,QI1,5,0.1,occupation,10000,5141,217,2912,1,0.0001
adult,10000,3,MST_eps10,QI1,5,0.1,relationship,10000,5141,608,784,30,0.003
adult,10000,3,MST_eps10,QI1,5,0.1,capital-gain,10000,5141,0,858,0,0.0
adult,10000,3,MST_eps10,QI1,5,0.1,capital-loss,10000,5141,0,465,0,0.0
adult,10000,3,MST_eps10,QI1,5,0.1,hours-per-week,10000,5141,25,5322,12,0.0012
adult,10000,3,MST_eps10,QI1,5,0.1,income,10000,5141,633,0,0,0.0
adult,10000,3,MST_eps10,QI1,5,0.1,_overall,10000,5141,845,10000,102,0.0102
adult,10000,3,MST_eps100,QI1,5,0.1,workclass,10000,5141,580,2899,0,0.0
adult,10000,3,MST_eps100,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,MST_eps100,QI1,5,0.1,education-num,10000,5141,333,2919,52,0.0052
adult,10000,3,MST_eps100,QI1,5,0.1,occupation,10000,5141,217,2912,6,0.0006
adult,10000,3,MST_eps100,QI1,5,0.1,relationship,10000,5141,633,784,30,0.003
adult,10000,3,MST_eps100,QI1,5,0.1,capital-gain,10000,5141,0,858,0,0.0
adult,10000,3,MST_eps100,QI1,5,0.1,capital-loss,10000,5141,0,465,0,0.0
adult,10000,3,MST_eps100,QI1,5,0.1,hours-per-week,10000,5141,2,5322,0,0.0
adult,10000,3,MST_eps100,QI1,5,0.1,income,10000,5141,645,0,0,0.0
adult,10000,3,MST_eps100,QI1,5,0.1,_overall,10000,5141,855,10000,86,0.0086
adult,10000,3,MST_eps1000,QI1,5,0.1,workclass,10000,5141,588,2899,4,0.0004
adult,10000,3,MST_eps1000,QI1,5,0.1,fnlwgt,10000,5141,0,10000,0,0.0
adult,10000,3,MST_eps1000,QI1,5,0.1,education-num,10000,5141,335,2919,49,0.0049
adult,10000,3,MST_eps1000,QI1,5,0.1,occupation,10000,5141,206,2912,4,0.0004
adult,10000,3,MST_eps1000,QI1,5,0.1,relationship,10000,5141,611,784,31,0.0031
adult,10000,3,MST_eps1000,QI1,5,0.1,capital-gain,10000,5141,0,858,0,0.0
adult,10000,3,MST_eps1000,QI1,5,0.1,capital-loss,10000,5141,0,465,0,0.0
adult,10000,3,MST_eps1000,QI1,5,0.1,hours-per-week,10000,5141,2,5322,0,0.0
adult,10000,3,MST_eps1000,QI1,5,0.1,income,10000,5141,634,0,0,0.0
adult,10000,3,MST_eps1000,QI1,5,0.1,_overall,10000,5141,853,10000,83,0.0083
adult,10000,4,AIM_eps1,QI1,5,0.1,workclass,10000,5280,552,2931,1,0.0001
adult,10000,4,AIM_eps1,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,AIM_eps1,QI1,5,0.1,education-num,10000,5280,563,2929,119,0.0119
adult,10000,4,AIM_eps1,QI1,5,0.1,occupation,10000,5280,204,2914,5,0.0005
adult,10000,4,AIM_eps1,QI1,5,0.1,relationship,10000,5280,565,835,31,0.0031
adult,10000,4,AIM_eps1,QI1,5,0.1,capital-gain,10000,5280,713,844,0,0.0
adult,10000,4,AIM_eps1,QI1,5,0.1,capital-loss,10000,5280,747,472,0,0.0
adult,10000,4,AIM_eps1,QI1,5,0.1,hours-per-week,10000,5280,6,5321,4,0.0004
adult,10000,4,AIM_eps1,QI1,5,0.1,income,10000,5280,650,0,0,0.0
adult,10000,4,AIM_eps1,QI1,5,0.1,_overall,10000,5280,788,10000,145,0.0145
adult,10000,4,MST_eps1,QI1,5,0.1,workclass,10000,5280,551,2931,3,0.0003
adult,10000,4,MST_eps1,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,MST_eps1,QI1,5,0.1,education-num,10000,5280,559,2929,119,0.0119
adult,10000,4,MST_eps1,QI1,5,0.1,occupation,10000,5280,202,2914,8,0.0008
adult,10000,4,MST_eps1,QI1,5,0.1,relationship,10000,5280,573,835,27,0.0027
adult,10000,4,MST_eps1,QI1,5,0.1,capital-gain,10000,5280,720,844,0,0.0
adult,10000,4,MST_eps1,QI1,5,0.1,capital-loss,10000,5280,752,472,0,0.0
adult,10000,4,MST_eps1,QI1,5,0.1,hours-per-week,10000,5280,8,5321,6,0.0006
adult,10000,4,MST_eps1,QI1,5,0.1,income,10000,5280,599,0,0,0.0
adult,10000,4,MST_eps1,QI1,5,0.1,_overall,10000,5280,795,10000,146,0.0146
adult,10000,4,MST_eps10,QI1,5,0.1,workclass,10000,5280,565,2931,2,0.0002
adult,10000,4,MST_eps10,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,MST_eps10,QI1,5,0.1,education-num,10000,5280,269,2929,61,0.0061
adult,10000,4,MST_eps10,QI1,5,0.1,occupation,10000,5280,219,2914,5,0.0005
adult,10000,4,MST_eps10,QI1,5,0.1,relationship,10000,5280,583,835,32,0.0032
adult,10000,4,MST_eps10,QI1,5,0.1,capital-gain,10000,5280,0,844,0,0.0
adult,10000,4,MST_eps10,QI1,5,0.1,capital-loss,10000,5280,0,472,0,0.0
adult,10000,4,MST_eps10,QI1,5,0.1,hours-per-week,10000,5280,38,5321,17,0.0017
adult,10000,4,MST_eps10,QI1,5,0.1,income,10000,5280,637,0,0,0.0
adult,10000,4,MST_eps10,QI1,5,0.1,_overall,10000,5280,814,10000,110,0.011
adult,10000,4,MST_eps100,QI1,5,0.1,workclass,10000,5280,580,2931,2,0.0002
adult,10000,4,MST_eps100,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,MST_eps100,QI1,5,0.1,education-num,10000,5280,364,2929,57,0.0057
adult,10000,4,MST_eps100,QI1,5,0.1,occupation,10000,5280,222,2914,6,0.0006
adult,10000,4,MST_eps100,QI1,5,0.1,relationship,10000,5280,588,835,33,0.0033
adult,10000,4,MST_eps100,QI1,5,0.1,capital-gain,10000,5280,0,844,0,0.0
adult,10000,4,MST_eps100,QI1,5,0.1,capital-loss,10000,5280,0,472,0,0.0
adult,10000,4,MST_eps100,QI1,5,0.1,hours-per-week,10000,5280,2,5321,0,0.0
adult,10000,4,MST_eps100,QI1,5,0.1,income,10000,5280,632,0,0,0.0
adult,10000,4,MST_eps100,QI1,5,0.1,_overall,10000,5280,841,10000,90,0.009
adult,10000,4,MST_eps1000,QI1,5,0.1,workclass,10000,5280,568,2931,2,0.0002
adult,10000,4,MST_eps1000,QI1,5,0.1,fnlwgt,10000,5280,0,10000,0,0.0
adult,10000,4,MST_eps1000,QI1,5,0.1,education-num,10000,5280,353,2929,54,0.0054
adult,10000,4,MST_eps1000,QI1,5,0.1,occupation,10000,5280,232,2914,10,0.001
adult,10000,4,MST_eps1000,QI1,5,0.1,relationship,10000,5280,547,835,28,0.0028
adult,10000,4,MST_eps1000,QI1,5,0.1,capital-gain,10000,5280,0,844,0,0.0
adult,10000,4,MST_eps1000,QI1,5,0.1,capital-loss,10000,5280,0,472,0,0.0
adult,10000,4,MST_eps1000,QI1,5,0.1,hours-per-week,10000,5280,50,5321,15,0.0015
adult,10000,4,MST_eps1000,QI1,5,0.1,income,10000,5280,644,0,0,0.0
adult,10000,4,MST_eps1000,QI1,5,0.1,_overall,10000,5280,825,10000,102,0.0102
adult,1000,0,ARF,QI1,5,0.1,workclass,1000,979,125,293,7,0.007
adult,1000,0,ARF,QI1,5,0.1,fnlwgt,1000,979,0,1000,0,0.0
adult,1000,0,ARF,QI1,5,0.1,education-num,1000,979,94,309,4,0.004
adult,1000,0,ARF,QI1,5,0.1,occupation,1000,979,27,262,5,0.005
adult,1000,0,ARF,QI1,5,0.1,relationship,1000,979,176,82,0,0.0
adult,1000,0,ARF,QI1,5,0.1,capital-gain,1000,979,141,84,0,0.0
adult,1000,0,ARF,QI1,5,0.1,capital-loss,1000,979,183,43,0,0.0
adult,1000,0,ARF,QI1,5,0.1,hours-per-week,1000,979,11,551,4,0.004
adult,1000,0,ARF,QI1,5,0.1,income,1000,979,158,0,0,0.0
adult,1000,0,ARF,QI1,5,0.1,_overall,1000,979,238,1000,19,0.019
adult,1000,0,CellSuppression,QI1,5,0.1,workclass,1000,979,678,293,132,0.132
adult,1000,0,CellSuppression,QI1,5,0.1,fnlwgt,1000,979,534,1000,531,0.531
adult,1000,0,CellSuppression,QI1,5,0.1,education-num,1000,979,771,309,243,0.243
adult,1000,0,CellSuppression,QI1,5,0.1,occupation,1000,979,585,262,117,0.117
adult,1000,0,CellSuppression,QI1,5,0.1,relationship,1000,979,729,82,50,0.05
adult,1000,0,CellSuppression,QI1,5,0.1,capital-gain,1000,979,731,84,29,0.029
adult,1000,0,CellSuppression,QI1,5,0.1,capital-loss,1000,979,754,43,19,0.019
adult,1000,0,CellSuppression,QI1,5,0.1,hours-per-week,1000,979,605,551,294,0.294
adult,1000,0,CellSuppression,QI1,5,0.1,income,1000,979,714,0,0,0.0
adult,1000,0,CellSuppression,QI1,5,0.1,_overall,1000,979,771,1000,611,0.611
adult,1000,0,CTGAN,QI1,5,0.1,workclass,1000,979,127,293,6,0.006
adult,1000,0,CTGAN,QI1,5,0.1,fnlwgt,1000,979,0,1000,0,0.0
adult,1000,0,CTGAN,QI1,5,0.1,education-num,1000,979,78,309,0,0.0
adult,1000,0,CTGAN,QI1,5,0.1,occupation,1000,979,31,262,4,0.004
adult,1000,0,CTGAN,QI1,5,0.1,relationship,1000,979,138,82,0,0.0
adult,1000,0,CTGAN,QI1,5,0.1,capital-gain,1000,979,69,84,0,0.0
adult,1000,0,CTGAN,QI1,5,0.1,capital-loss,1000,979,194,43,0,0.0
adult,1000,0,CTGAN,QI1,5,0.1,hours-per-week,1000,979,10,551,2,0.002
adult,1000,0,CTGAN,QI1,5,0.1,income,1000,979,173,0,0,0.0
adult,1000,0,CTGAN,QI1,5,0.1,_overall,1000,979,285,1000,12,0.012
adult,1000,0,RankSwap,QI1,5,0.1,workclass,1000,979,311,293,22,0.022
adult,1000,0,RankSwap,QI1,5,0.1,fnlwgt,1000,979,1,1000,1,0.001
adult,1000,0,RankSwap,QI1,5,0.1,education-num,1000,979,388,309,25,0.025
adult,1000,0,RankSwap,QI1,5,0.1,occupation,1000,979,168,262,22,0.022
adult,1000,0,RankSwap,QI1,5,0.1,relationship,1000,979,402,82,18,0.018
adult,1000,0,RankSwap,QI1,5,0.1,capital-gain,1000,979,413,84,0,0.0
adult,1000,0,RankSwap,QI1,5,0.1,capital-loss,1000,979,445,43,0,0.0
adult,1000,0,RankSwap,QI1,5,0.1,hours-per-week,1000,979,159,551,23,0.023
adult,1000,0,RankSwap,QI1,5,0.1,income,1000,979,379,0,0,0.0
adult,1000,0,RankSwap,QI1,5,0.1,_overall,1000,979,480,1000,87,0.087
adult,1000,0,Synthpop,QI1,5,0.1,workclass,1000,979,262,293,11,0.011
adult,1000,0,Synthpop,QI1,5,0.1,fnlwgt,1000,979,34,1000,33,0.033
adult,1000,0,Synthpop,QI1,5,0.1,education-num,1000,979,446,309,70,0.07
adult,1000,0,Synthpop,QI1,5,0.1,occupation,1000,979,120,262,16,0.016
adult,1000,0,Synthpop,QI1,5,0.1,relationship,1000,979,365,82,9,0.009
adult,1000,0,Synthpop,QI1,5,0.1,capital-gain,1000,979,375,84,0,0.0
adult,1000,0,Synthpop,QI1,5,0.1,capital-loss,1000,979,421,43,0,0.0
adult,1000,0,Synthpop,QI1,5,0.1,hours-per-week,1000,979,114,551,22,0.022
adult,1000,0,Synthpop,QI1,5,0.1,income,1000,979,332,0,0,0.0
adult,1000,0,Synthpop,QI1,5,0.1,_overall,1000,979,446,1000,124,0.124
adult,1000,0,TabDDPM,QI1,5,0.1,workclass,1000,979,635,293,145,0.145
adult,1000,0,TabDDPM,QI1,5,0.1,fnlwgt,1000,979,189,1000,188,0.188
adult,1000,0,TabDDPM,QI1,5,0.1,education-num,1000,979,735,309,198,0.198
adult,1000,0,TabDDPM,QI1,5,0.1,occupation,1000,979,547,262,116,0.116
adult,1000,0,TabDDPM,QI1,5,0.1,relationship,1000,979,694,82,54,0.054
adult,1000,0,TabDDPM,QI1,5,0.1,capital-gain,1000,979,696,84,26,0.026
adult,1000,0,TabDDPM,QI1,5,0.1,capital-loss,1000,979,714,43,20,0.02
adult,1000,0,TabDDPM,QI1,5,0.1,hours-per-week,1000,979,562,551,271,0.271
adult,1000,0,TabDDPM,QI1,5,0.1,income,1000,979,679,0,0,0.0
adult,1000,0,TabDDPM,QI1,5,0.1,_overall,1000,979,736,1000,497,0.497
adult,1000,0,TVAE,QI1,5,0.1,workclass,1000,979,292,293,0,0.0
adult,1000,0,TVAE,QI1,5,0.1,fnlwgt,1000,979,0,1000,0,0.0
adult,1000,0,TVAE,QI1,5,0.1,education-num,1000,979,370,309,14,0.014
adult,1000,0,TVAE,QI1,5,0.1,occupation,1000,979,106,262,0,0.0
adult,1000,0,TVAE,QI1,5,0.1,relationship,1000,979,327,82,1,0.001
adult,1000,0,TVAE,QI1,5,0.1,capital-gain,1000,979,287,84,0,0.0
adult,1000,0,TVAE,QI1,5,0.1,capital-loss,1000,979,348,43,0,0.0
adult,1000,0,TVAE,QI1,5,0.1,hours-per-week,1000,979,148,551,3,0.003
adult,1000,0,TVAE,QI1,5,0.1,income,1000,979,312,0,0,0.0
adult,1000,0,TVAE,QI1,5,0.1,_overall,1000,979,415,1000,17,0.017
adult,1000,1,ARF,QI1,5,0.1,workclass,1000,954,174,294,4,0.004
adult,1000,1,ARF,QI1,5,0.1,fnlwgt,1000,954,0,1000,0,0.0
adult,1000,1,ARF,QI1,5,0.1,education-num,1000,954,137,272,4,0.004
adult,1000,1,ARF,QI1,5,0.1,occupation,1000,954,25,381,7,0.007
adult,1000,1,ARF,QI1,5,0.1,relationship,1000,954,200,75,0,0.0
adult,1000,1,ARF,QI1,5,0.1,capital-gain,1000,954,170,95,0,0.0
adult,1000,1,ARF,QI1,5,0.1,capital-loss,1000,954,193,43,0,0.0
adult,1000,1,ARF,QI1,5,0.1,hours-per-week,1000,954,18,563,4,0.004
adult,1000,1,ARF,QI1,5,0.1,income,1000,954,205,0,0,0.0
adult,1000,1,ARF,QI1,5,0.1,_overall,1000,954,287,1000,19,0.019
adult,1000,1,CellSuppression,QI1,5,0.1,workclass,1000,954,694,294,132,0.132
adult,1000,1,CellSuppression,QI1,5,0.1,fnlwgt,1000,954,505,1000,498,0.498
adult,1000,1,CellSuppression,QI1,5,0.1,education-num,1000,954,788,272,215,0.215
adult,1000,1,CellSuppression,QI1,5,0.1,occupation,1000,954,569,381,173,0.173
adult,1000,1,CellSuppression,QI1,5,0.1,relationship,1000,954,741,75,45,0.045
adult,1000,1,CellSuppression,QI1,5,0.1,capital-gain,1000,954,752,95,36,0.036
adult,1000,1,CellSuppression,QI1,5,0.1,capital-loss,1000,954,767,43,18,0.018
adult,1000,1,CellSuppression,QI1,5,0.1,hours-per-week,1000,954,587,563,283,0.283
adult,1000,1,CellSuppression,QI1,5,0.1,income,1000,954,725,0,0,0.0
adult,1000,1,CellSuppression,QI1,5,0.1,_overall,1000,954,788,1000,599,0.599
adult,1000,1,CTGAN,QI1,5,0.1,workclass,1000,954,129,294,6,0.006
adult,1000,1,CTGAN,QI1,5,0.1,fnlwgt,1000,954,0,1000,0,0.0
adult,1000,1,CTGAN,QI1,5,0.1,education-num,1000,954,50,272,4,0.004
adult,1000,1,CTGAN,QI1,5,0.1,occupation,1000,954,35,381,10,0.01
adult,1000,1,CTGAN,QI1,5,0.1,relationship,1000,954,108,75,0,0.0
adult,1000,1,CTGAN,QI1,5,0.1,capital-gain,1000,954,191,95,0,0.0
adult,1000,1,CTGAN,QI1,5,0.1,capital-loss,1000,954,79,43,0,0.0
adult,1000,1,CTGAN,QI1,5,0.1,hours-per-week,1000,954,16,563,3,0.003
adult,1000,1,CTGAN,QI1,5,0.1,income,1000,954,144,0,0,0.0
adult,1000,1,CTGAN,QI1,5,0.1,_overall,1000,954,267,1000,22,0.022
adult,1000,1,RankSwap,QI1,5,0.1,workclass,1000,954,350,294,27,0.027
adult,1000,1,RankSwap,QI1,5,0.1,fnlwgt,1000,954,0,1000,0,0.0
adult,1000,1,RankSwap,QI1,5,0.1,education-num,1000,954,445,272,22,0.022
adult,1000,1,RankSwap,QI1,5,0.1,occupation,1000,954,156,381,33,0.033
adult,1000,1,RankSwap,QI1,5,0.1,relationship,1000,954,419,75,12,0.012
